epoch,train_loss,val_loss,val_mae,val_rmse,val_r2,train_sec
1,0.3443357214746892,0.11463300015733534,15.489585876464844,18.593559610369795,0.7111055254936218,6.551553010940552
2,0.08511456621861577,0.03262741826164513,7.536226272583008,9.898778558770088,0.9181200861930847,5.382317304611206
3,0.042006381144978545,0.01161166393172596,4.5714497566223145,5.899923498659882,0.9709124565124512,5.293778419494629
4,0.03269193559582861,0.00961745479880771,4.0359625816345215,5.369785884801032,0.9759049415588379,5.245230197906494
5,0.029862877751116297,0.008985410336746208,3.8719661235809326,5.191064368386641,0.9774821400642395,5.302385091781616
