epoch,train_loss,val_loss,val_mae,val_rmse,val_r2,train_sec
1,0.26228747172130806,0.07042530484142757,10.941818237304688,14.002891786825844,0.5083882808685303,13.245297908782959
2,0.039530988327823355,0.0249849508294747,6.461517810821533,8.320893832390958,0.8264092206954956,8.782453060150146
3,0.011469046904301127,0.014640232774295978,4.7670793533325195,6.369490991973077,0.8982824087142944,8.844322919845581
4,0.0067118316017623,0.009004218002692575,3.7667558193206787,4.9952096880181625,0.9374403953552246,8.874429702758789
5,0.004936178487914669,0.006546173825682629,3.18821382522583,4.259165361693189,0.9545183777809143,8.864423513412476
6,0.00400796545299123,0.0050132964826410725,2.8196942806243896,3.7272833360914333,0.9651685357093811,8.89889407157898
7,0.003418953758731687,0.004153442961562957,2.605090856552124,3.3926171985192313,0.9711426496505737,8.796202898025513
8,0.0029413095847509656,0.003473911800288728,2.3785674571990967,3.1027025870700267,0.9758639335632324,8.996287107467651
9,0.002595647236691533,0.0030621389237542947,2.1675868034362793,2.9130181698872497,0.9787248373031616,8.868000030517578
10,0.002327839251783318,0.002751007054134139,2.039264678955078,2.761064724454712,0.9808865189552307,8.680452823638916
11,0.0021123761167360458,0.0023049404811380167,1.9011586904525757,2.527322147047114,0.9839857220649719,8.701421976089478
12,0.0019353670389142233,0.002183116000101325,1.840725302696228,2.459626445010079,0.9848321080207825,8.732662677764893
13,0.0017816194920454841,0.0018277449001158988,1.6991811990737915,2.2505494612432853,0.9873011708259583,8.719576597213745
14,0.001690544804638076,0.001701438532299584,1.635949730873108,2.1713954478440747,0.9881787300109863,8.717905282974243
15,0.0015960911693591103,0.0014086883681427155,1.534293293952942,1.9757784769891757,0.9902126789093018,8.657044410705566
16,0.0014692706238524315,0.0013215273929138979,1.4760470390319824,1.9136780021773403,0.9908182621002197,8.881337404251099
17,0.0013918123580871455,0.0012014568350943071,1.4221255779266357,1.824672013687608,0.9916524887084961,8.797169208526611
18,0.0013367369111086113,0.001126611528785101,1.388736367225647,1.7669239498626954,0.9921725392341614,8.885592699050903
19,0.0013049182211153348,0.0011325251211279205,1.3786251544952393,1.771555099000812,0.9921314120292664,8.76228380203247
20,0.0013052221471696978,0.001025044722926049,1.3368372917175293,1.685396861874375,0.9928781986236572,8.74511432647705
