epoch,train_loss,val_loss,val_rmse,val_mae,val_r2,time_sec
1,0.07329046825008718,0.007611713630333321,4.516849517822266,3.778017044067383,0.9490754008293152,1.8814105987548828
2,0.008027473423778757,0.004519678062042853,3.472071647644043,2.6522746086120605,0.9699091911315918,0.9950456619262695
3,0.005913800736390744,0.0032402995265643783,2.950758695602417,2.399115562438965,0.9782667756080627,0.9442553520202637
4,0.00516070476487855,0.0027607311527870428,2.715859889984131,2.0869503021240234,0.9815892577171326,0.9387030601501465
5,0.004375101768861927,0.0023804658441942774,2.5252327919006348,1.9806777238845825,0.9840830564498901,0.9522867202758789
