epoch,train_loss,val_loss,val_mae,val_rmse,val_r2,train_sec
1,0.11700621354142902,0.012534310429234518,4.459208965301514,6.202947272918372,0.9724101424217224,31.98868417739868
2,0.010122510780990064,0.005928033119956321,3.1948065757751465,4.265222775006549,0.9869552254676819,31.313774824142456
3,0.005619900019847122,0.0038298552949832553,2.559621810913086,3.428290358443887,0.9915723204612732,31.115511894226074
4,0.0038614270006031297,0.0027667906926778347,2.2092251777648926,2.9138995168480175,0.993911623954773,31.18741250038147
5,0.002997678232530453,0.0020423770029679455,1.950626015663147,2.5035387742544666,0.995505690574646,31.084105014801025
