epoch,train_loss,val_loss,mae,rmse,val_r2,train_sec
1,0.45502083944535676,0.6256080466838029,1.0685080289840698,1.2028678024633221,-0.5919591188430786,1.1770291328430176
2,0.42381015367197583,0.4200137339038038,0.8325088620185852,0.9504657293921075,0.006039738655090332,0.5404882431030273
3,0.23429240150216393,0.08962063618924915,0.34194114804267883,0.4242160094508101,0.801997721195221,0.4700007438659668
4,0.0872915977577153,0.05082421747906179,0.24142685532569885,0.31884854420279785,0.8881425261497498,0.4635739326477051
5,0.05535469863083714,0.024388974388919987,0.1663944274187088,0.22085963244806053,0.9463303685188293,0.49358057975769043
