epoch,train_loss,test_loss,test_smape,test_mae,test_rmse,test_r2,train_sec,epoch_sec,lr
1,0.0337225865859752,0.3423700652125737,1.4491093255031011,28.98423957824707,34.09562788423631,0.1451511979103088,73.07654404640198,73.07654404640198,0.0003
2,0.0019709692822526,0.3563206144001173,1.5498712989389198,29.8076229095459,34.80539859683229,0.1091898679733276,69.6238625049591,69.6238625049591,0.0003
3,0.0009156306640654,0.3699044577534432,1.622624265094747,30.512113571166992,35.529204055541584,0.0717544555664062,67.82157325744629,67.82157325744629,0.0003
4,0.0005883530583735,0.3813400031674815,1.6613900777798292,31.01567268371582,36.19590353364849,0.0365908145904541,67.9643771648407,67.9643771648407,0.00015
5,0.0004487584039723,0.3828681728843113,1.670060615214381,31.092750549316406,36.27306984118004,0.0324786901473999,70.87162518501282,70.87162518501282,0.00015
