epoch,train_loss,val_loss,val_mae,val_rmse,val_r2,train_sec
1,0.031215469515110922,0.003638649088720689,2.705151081085205,3.5282259795720634,0.9899720549583435,395.717924118042
2,0.002568423608043915,0.002657068469935152,2.360865354537964,3.0128774825899667,0.9926875829696655,405.46589827537537
3,0.0016202226005669093,0.0013546975442981415,1.5946964025497437,2.1513015799403865,0.9962717890739441,414.59642457962036
4,0.0011204737594708906,0.001153379527497096,1.4083791971206665,1.98502603499397,0.9968258142471313,423.8003532886505
5,0.0008523884383556902,0.0011063025740383858,1.5804505348205566,1.9440930692387601,0.996955394744873,418.57935881614685
6,0.0006619801070319739,0.0010529414022233314,1.497042179107666,1.8966281887413055,0.9971022605895996,415.6057159900665
7,0.0005334807236976793,0.00038257832089376936,0.7821096181869507,1.1432475419475825,0.9989471435546875,358.0091071128845
8,0.00045275188172738093,0.0003552114024601978,0.7834492325782776,1.1015991313065183,0.9990224242210388,409.5605523586273
9,0.000387132200959868,0.00037083116399474754,0.8238007426261902,1.125558873277649,0.9989794492721558,435.3516297340393
10,0.0003300003490273186,0.0003503406780888609,0.7852758169174194,1.094020319640116,0.9990358352661133,434.3190414905548
