epoch,train_loss,test_loss,test_smape,test_mae,test_rmse,test_r2,train_sec,epoch_sec,lr
1,0.1266964308250649,0.0182170587105919,0.285855760890428,5.657028675079346,7.729565167157842,0.9529014229774476,26.350557565689087,26.350557565689087,0.0003
2,0.0249214907418246,0.0241896169584082,0.4210374820931836,8.086685180664062,8.907172975064245,0.9374571442604064,21.91033744812012,21.91033744812012,0.0003
3,0.0138875327912377,0.0113289199324081,0.3013617382134728,5.22662353515625,6.0955735828112845,0.970709502696991,22.220144510269165,22.220144510269165,0.0003
4,0.0138562845215661,0.0151301361620426,0.3574784173244134,6.368497371673584,7.045155520539894,0.960872769355774,22.48547077178955,22.48547077178955,0.0003
5,0.0068083436610637,0.0042346728631578,0.1955477085604395,3.0834476947784424,3.7270201715896354,0.989049792289734,21.740063428878784,21.740063428878784,0.0003
