epoch,train_loss,val_loss,val_mae,val_rmse,mae,rmse,val_r2,train_sec
1,0.21859833983460839,0.04257908424859123,8.989578247070312,11.215728437871961,0.2339019626379013,0.29182470104718883,0.8845969438552856,41.40448880195618
2,0.028704821496324737,0.008167979539518786,3.7959470748901367,4.912219067177321,0.09876764565706253,0.1278122078582111,0.977863073348999,34.497549057006836
3,0.010014582068683388,0.00488358863645092,2.8590734004974365,3.7983061679495242,0.07439091801643372,0.09882903645211998,0.9867644309997559,34.701772689819336
4,0.006800322738639673,0.003952649774674116,2.5421156883239746,3.4171543393577792,0.06614391505718231,0.08891174750267726,0.9892874956130981,35.43695640563965
5,0.005019450048231283,0.003252612577651593,2.385943651199341,3.099821048616721,0.06208043545484543,0.08065497414142567,0.9911847114562988,34.70252752304077
