epoch,train_loss,val_loss,val_mae,val_rmse,val_r2
1,0.6694103136418122,0.5443781843933849,25.105222253995418,26.994929487229342,-0.8189494497899237
2,0.08588270496833396,0.0764686927513865,8.133345435623177,10.11751083924662,0.7444925358704153
3,0.037225999908494865,0.04092808973651012,5.635778509547563,7.401889110538222,0.8632455761755691
4,0.02672491555712237,0.02639591982687838,4.580422081482744,5.944293440438289,0.9118024105426324
5,0.023465267642256357,0.01920696540971538,3.9897186239082187,5.070621846115591,0.9358231079379201
