epoch,train_loss,val_loss,val_mae,val_rmse,val_r2,train_sec
1,0.04577495526576204,0.01733416492075083,4.937770843505859,6.930781504944959,0.879565417766571,10.960360050201416
2,0.006886837463715163,0.005737823893183044,2.7624831199645996,3.9875335739779136,0.9601346850395203,10.415417194366455
3,0.0038955083163178185,0.0020352570040683663,1.7857561111450195,2.3748728065562914,0.9858593940734863,10.41167950630188
4,0.002664262762280559,0.0010686458825754622,1.29356050491333,1.7208684177224307,0.9925752282142639,10.606598377227783
5,0.002122973530065069,0.0005963008568089988,0.9722903370857239,1.2854745580825546,0.9958570003509521,10.11205267906189
6,0.00170730760612999,0.0004280007402745209,0.8281534910202026,1.089062975058322,0.9970263242721558,10.106372833251953
7,0.0014474304541692252,0.0003737746080982366,0.7582667469978333,1.017737260847919,0.997403085231781,10.205873012542725
8,0.001266498235726892,0.00032881125974069746,0.7254692316055298,0.9545619014152908,0.9977154731750488,10.25804591178894
9,0.0010686658081078717,0.0002867910099060585,0.6874193549156189,0.8914837628831234,0.9980074167251587,11.31193470954895
10,0.0010410382081525037,0.0003141840326688474,0.7107606530189514,0.9330883493654594,0.9978170990943909,10.372435331344604
