ts_utc,pm25,pm10,no2,o3,so2,co,aod,dust,uv_index,co2,aqi,aqi_pm25,aqi_pm10,aqi_no2,aqi_o3,aqi_so2,aqi_co,location_key
2025-12-19 02:00:00+00:00,91.7,91.7,26.2,69.0,57.9,790.0,0.63,0.0,1.8,505,158,158,58,13,15,32,8,phutho_viettri
2025-12-19 02:00:00+00:00,5.7,7.1,2.7,86.0,1.7,199.0,0.18,0.0,2.85,441,38,28,8,1,38,1,2,phuyen_tuyhoa
2025-12-19 02:00:00+00:00,26.8,28.8,2.5,119.0,9.9,437.0,0.29,1.0,2.55,468,73,73,24,1,48,5,4,quangbinh_donghoi
2025-12-19 02:00:00+00:00,12.0,13.4,6.0,78.0,2.9,270.0,0.19,0.0,1.05,465,63,63,19,3,21,2,3,quangnam_tamky
2025-12-19 02:00:00+00:00,76.6,77.3,35.5,81.0,60.2,738.0,0.31,0.0,2.35,481,156,156,57,17,12,33,9,namdinh_namdinhcity
2025-12-19 03:00:00+00:00,62.2,62.2,33.7,110.0,60.8,496.0,0.35,0.0,3.85,473,159,159,59,17,15,33,6,bacgiang_bacgiangcity
2025-12-19 03:00:00+00:00,19.8,20.0,7.1,141.0,26.6,390.0,0.27,0.0,3.85,458,124,124,41,3,34,15,5,backan_backancity
2025-12-19 03:00:00+00:00,19.8,22.1,4.4,105.0,10.4,250.0,0.25,0.0,6.45,443,56,56,16,2,29,6,2,baclieu_baclieucity
2025-12-19 03:00:00+00:00,62.2,62.2,33.7,110.0,60.8,564.0,0.35,0.0,3.85,476,159,159,59,17,15,33,8,bacninh_bacninhcity
2025-12-19 03:00:00+00:00,33.9,34.6,31.1,91.0,41.3,335.0,0.31,0.0,6.85,453,95,95,32,15,17,23,3,bentre_bentrecity
2025-12-19 03:00:00+00:00,5.8,7.5,1.8,89.0,1.7,193.0,0.17,0.0,4.9,442,38,28,8,1,38,1,2,binhdinh_quynhon
2025-12-19 03:00:00+00:00,29.4,30.5,43.5,69.0,27.9,286.0,0.25,0.0,6.95,456,91,91,30,21,9,15,3,binhduong_thudaumot
2025-12-19 03:00:00+00:00,4.5,4.7,1.5,83.0,2.3,186.0,0.11,0.0,7.25,444,27,24,6,1,27,1,2,binhphuoc_dongxoai
2025-12-19 03:00:00+00:00,18.0,18.5,1.1,74.0,2.8,329.0,0.16,1.0,4.1,460,59,59,15,1,16,2,4,dienbien_dienbienphu
2025-12-19 03:00:00+00:00,23.3,24.2,5.9,119.0,15.3,284.0,0.27,0.0,6.3,453,65,65,19,3,26,8,3,camau_camaucity
2025-12-19 03:00:00+00:00,29.8,30.0,3.6,126.0,23.3,404.0,0.36,0.0,3.2,461,91,91,29,2,30,13,4,caobang_caobangcity
2025-12-19 03:00:00+00:00,3.4,3.6,2.0,79.0,2.1,193.0,0.13,0.0,3.55,443,33,22,5,1,33,1,2,daklak_buonmathuot
2025-12-19 03:00:00+00:00,13.8,14.1,5.6,94.0,11.7,231.0,0.16,0.0,7.25,450,106,106,35,3,16,6,3,dongthap_caolanh
2025-12-19 03:00:00+00:00,2.1,2.2,1.3,86.0,2.3,188.0,0.09,0.0,6.45,441,27,23,5,1,27,1,2,gialai_pleiku
2025-12-19 03:00:00+00:00,24.4,24.6,1.9,100.0,6.5,458.0,0.31,1.0,2.3,454,87,87,27,1,40,4,4,hagiang_hagiangcity
2025-12-19 03:00:00+00:00,40.0,40.7,20.7,124.0,39.7,551.0,0.32,0.0,3.8,467,150,150,51,10,24,22,8,haiduong_haiduongcity
2025-12-19 03:00:00+00:00,10.3,13.0,2.2,113.0,3.9,291.0,0.13,0.0,7.7,472,43,43,12,1,25,2,4,binhthuan_phanthiet
2025-12-19 03:00:00+00:00,13.8,14.1,5.6,94.0,11.7,257.0,0.16,0.0,7.25,449,106,106,35,3,16,6,3,angiang_longxuyen
2025-12-19 03:00:00+00:00,43.5,44.5,30.7,115.0,68.4,622.0,0.33,0.0,3.75,467,157,157,57,15,14,37,7,hanam_phuly
2025-12-19 03:00:00+00:00,3.9,4.6,1.6,84.0,1.7,213.0,0.15,0.0,5.15,445,29,26,7,1,29,1,3,nhatrang_khanhhoa
2025-12-19 03:00:00+00:00,62.2,62.2,33.7,110.0,60.8,1064.0,0.35,0.0,3.85,475,159,159,59,17,15,33,11,hanoi_hoankiem
2025-12-19 03:00:00+00:00,79.4,79.9,48.1,80.0,109.8,1390.0,0.46,0.0,3.6,477,163,163,63,24,11,59,13,hanoi_caugiay
2025-12-19 03:00:00+00:00,62.2,62.2,33.7,110.0,60.8,1390.0,0.35,0.0,3.85,477,159,159,59,17,15,33,13,hanoi_dongda
2025-12-19 03:00:00+00:00,62.2,62.2,33.7,110.0,60.8,1390.0,0.35,0.0,3.85,477,159,159,59,17,15,33,13,hanoi_badinh
2025-12-19 03:00:00+00:00,29.4,30.5,43.5,69.0,27.9,927.0,0.25,0.0,6.95,469,91,91,30,21,9,15,7,hochiminhcity_district1
2025-12-19 03:00:00+00:00,29.4,30.5,43.5,69.0,27.9,935.0,0.25,0.0,6.95,472,91,91,30,21,9,15,9,hochiminhcity_district3
2025-12-19 03:00:00+00:00,29.4,30.5,43.5,69.0,27.9,1048.0,0.25,0.0,6.95,474,91,91,30,21,9,15,10,hochiminhcity_district7
2025-12-19 03:00:00+00:00,29.4,30.5,43.5,69.0,27.9,935.0,0.25,0.0,6.95,472,91,91,30,21,9,15,9,hochiminhcity_binhthanh
2025-12-19 03:00:00+00:00,29.4,30.5,43.5,69.0,27.9,927.0,0.25,0.0,6.95,469,91,91,30,21,9,15,7,hochiminhcity_tanbinh
2025-12-19 03:00:00+00:00,20.3,25.1,4.6,118.0,6.3,268.0,0.28,0.0,2.65,447,62,62,21,2,49,3,3,danang_haichau
2025-12-19 03:00:00+00:00,20.3,25.1,4.6,118.0,6.3,268.0,0.28,0.0,2.65,447,62,62,21,2,49,3,3,danang_sontra
2025-12-19 03:00:00+00:00,20.3,25.1,4.6,118.0,6.3,294.0,0.28,0.0,2.65,449,62,62,21,2,49,3,2,danang_nguhanhson
2025-12-19 03:00:00+00:00,28.3,28.8,10.0,112.0,22.0,342.0,0.27,0.0,6.9,450,151,151,52,5,13,12,5,cantho_ninhkieu
2025-12-19 03:00:00+00:00,28.3,28.8,10.0,112.0,22.0,339.0,0.27,0.0,6.9,448,151,151,52,5,13,12,4,cantho_cairang
2025-12-19 03:00:00+00:00,21.6,22.9,8.4,120.0,14.3,422.0,0.27,0.0,3.55,460,95,95,30,4,33,8,6,haiphong_hongbang
2025-12-19 03:00:00+00:00,29.4,30.5,43.5,69.0,27.9,421.0,0.25,0.0,6.95,463,91,91,30,21,9,15,5,bienhoa_dongnai
2025-12-19 03:00:00+00:00,22.1,25.6,5.7,109.0,9.9,417.0,0.34,0.0,1.55,462,75,75,26,3,28,5,5,hue_huecity
2025-12-19 03:00:00+00:00,14.7,16.2,8.2,120.0,9.5,520.0,0.19,0.0,7.35,477,52,52,14,4,31,5,3,vungtau_baria
2025-12-19 03:00:00+00:00,34.1,35.9,4.3,139.0,17.7,458.0,0.29,1.0,4.6,464,112,112,39,2,36,10,5,hatinh_hatinhcity
2025-12-19 03:00:00+00:00,3.4,3.6,1.3,80.0,1.5,169.0,0.11,0.0,6.8,439,30,19,5,1,30,1,2,daknong_gianghia
2025-12-19 03:00:00+00:00,40.2,40.6,5.0,119.0,28.3,454.0,0.33,1.0,3.95,470,136,136,46,2,19,15,5,hoabinh_hoabinhcity
2025-12-19 03:00:00+00:00,26.3,27.6,4.7,118.0,22.2,331.0,0.27,0.0,3.9,458,98,98,32,2,36,12,4,quangninh_mongcai
2025-12-19 03:00:00+00:00,22.1,26.0,3.0,121.0,9.5,412.0,0.4,0.0,1.4,460,68,68,22,1,44,5,4,quangtri_dongha
2025-12-19 03:00:00+00:00,23.7,25.4,7.6,99.0,14.4,283.0,0.27,0.0,6.15,447,69,69,22,4,23,8,2,soctrang_soctrangcity
2025-12-19 03:00:00+00:00,30.2,30.4,3.6,83.0,6.7,287.0,0.21,0.0,4.05,443,77,77,23,2,19,4,3,sonla_sonlacity
2025-12-19 03:00:00+00:00,6.1,6.3,1.9,87.0,3.6,215.0,0.12,0.0,7.2,452,42,42,10,1,27,2,2,tayninh_tayninhcity
2025-12-19 03:00:00+00:00,29.2,30.6,8.2,134.0,18.4,527.0,0.35,0.0,3.3,466,136,136,46,4,25,10,8,thaibinh_thaibinhcity
2025-12-19 03:00:00+00:00,35.7,35.7,22.6,115.0,46.7,712.0,0.27,0.0,3.9,476,152,152,52,11,21,25,8,thainguyen_thainguyencity
2025-12-19 03:00:00+00:00,20.8,23.8,3.0,122.0,7.5,391.0,0.28,0.0,3.55,463,79,79,24,1,53,4,4,quangninh_halong
2025-12-19 03:00:00+00:00,35.7,35.7,22.6,115.0,46.7,622.0,0.27,0.0,3.9,465,152,152,52,11,21,25,8,thainguyen_songcong
2025-12-19 03:00:00+00:00,36.0,39.3,16.3,123.0,37.1,568.0,0.31,0.0,4.1,471,100,100,35,8,40,20,6,thanhhoa_samson
2025-12-19 03:00:00+00:00,22.1,25.6,5.7,109.0,9.9,417.0,0.34,0.0,1.55,462,75,75,26,3,28,5,5,thuathienhue_huecity
2025-12-19 03:00:00+00:00,33.9,34.6,31.1,91.0,41.3,393.0,0.31,0.0,6.85,460,95,95,32,15,17,23,4,tiengiang_mytho
2025-12-19 03:00:00+00:00,26.4,27.4,16.5,94.0,22.0,330.0,0.29,0.0,6.35,449,68,68,21,8,22,12,3,travinh_travinhcity
2025-12-19 03:00:00+00:00,47.1,47.4,7.7,114.0,43.2,596.0,0.6,0.0,3.15,483,135,135,45,4,19,24,6,tuyenquang_tuyenquangcity
2025-12-19 03:00:00+00:00,22.1,22.5,12.5,102.0,24.3,275.0,0.21,0.0,7.1,447,114,114,39,6,15,13,4,vinhlong_vinhlongcity
2025-12-19 03:00:00+00:00,79.4,79.9,48.1,80.0,109.8,1049.0,0.46,0.0,3.6,509,163,163,63,24,11,59,8,vinhphuc_vinhyen
2025-12-19 03:00:00+00:00,36.7,37.5,10.6,124.0,37.2,569.0,0.27,1.0,4.15,470,139,139,47,5,15,20,7,thanhhoa_thanhhoacity
2025-12-19 03:00:00+00:00,12.9,15.4,5.1,95.0,3.9,212.0,0.21,0.0,3.6,444,49,49,14,3,34,2,3,quangngai_quangngaicity
2025-12-19 03:00:00+00:00,53.4,53.8,10.5,97.0,36.9,594.0,0.88,1.0,2.65,473,133,133,45,5,12,20,6,yenbai_yenbaicity
2025-12-19 03:00:00+00:00,10.7,12.1,4.0,93.0,2.6,258.0,0.21,0.0,1.65,453,63,63,19,2,23,1,3,quangnam_tamky
2025-12-19 03:00:00+00:00,65.4,65.7,44.3,105.0,84.5,635.0,0.36,0.0,3.9,465,160,160,60,22,16,46,10,hungyen_hungyencity
2025-12-19 03:00:00+00:00,3.9,4.6,1.6,84.0,1.7,213.0,0.15,0.0,5.15,445,29,26,7,1,29,1,3,khanhhoa_nhatrang
2025-12-19 03:00:00+00:00,17.5,17.8,5.1,104.0,12.9,249.0,0.18,0.0,7.15,449,111,111,37,3,15,7,4,kiengiang_rachgia
2025-12-19 03:00:00+00:00,1.7,1.8,1.1,82.0,0.7,217.0,0.08,0.0,6.1,446,25,23,5,1,25,0,3,kontum_kontumcity
2025-12-19 03:00:00+00:00,14.8,15.2,3.6,91.0,4.9,266.0,0.18,1.0,3.65,442,67,67,19,2,21,3,3,laichau_laichaucity
2025-12-19 03:00:00+00:00,20.3,25.1,4.6,118.0,6.3,272.0,0.28,0.0,2.65,448,62,62,21,2,49,3,3,quangnam_hoian
2025-12-19 03:00:00+00:00,2.5,3.0,1.0,75.0,0.7,157.0,0.11,0.0,6.45,437,26,17,4,0,26,0,2,lamdong_dalat
2025-12-19 03:00:00+00:00,17.9,18.0,10.6,129.0,44.0,295.0,0.16,0.0,4.15,449,100,100,32,5,19,24,4,langson_langsoncity
2025-12-19 03:00:00+00:00,29.0,29.8,8.8,111.0,19.2,306.0,0.32,0.0,6.1,451,95,95,32,4,18,10,4,haugiang_vithanh
2025-12-19 03:00:00+00:00,33.9,34.6,31.1,91.0,41.3,489.0,0.31,0.0,6.85,461,95,95,32,15,17,23,4,longan_tanan
2025-12-19 03:00:00+00:00,43.5,44.5,30.7,115.0,68.4,573.0,0.33,0.0,3.75,466,157,157,57,15,14,37,9,namdinh_namdinhcity
2025-12-19 03:00:00+00:00,42.3,43.3,8.8,126.0,21.1,475.0,0.29,1.0,4.45,469,144,144,50,4,26,12,6,nghean_vinh
2025-12-19 03:00:00+00:00,43.5,44.5,30.7,115.0,68.4,624.0,0.33,0.0,3.75,471,157,157,57,15,14,37,10,ninhbinh_ninhbinhcity
2025-12-19 03:00:00+00:00,3.6,4.5,1.2,85.0,2.0,189.0,0.11,0.0,7.1,443,28,23,6,1,28,1,2,ninhthuan_phanrang
2025-12-19 03:00:00+00:00,74.0,74.3,19.1,100.0,63.8,768.0,0.65,0.0,3.2,489,159,159,59,9,16,35,8,phutho_viettri
2025-12-19 03:00:00+00:00,6.0,7.8,2.1,90.0,1.7,192.0,0.19,0.0,4.95,438,38,28,8,1,38,1,2,phuyen_tuyhoa
2025-12-19 03:00:00+00:00,25.0,26.8,2.0,128.0,10.6,401.0,0.28,1.0,4.0,457,74,74,24,1,49,6,4,quangbinh_donghoi
2025-12-19 03:00:00+00:00,26.3,26.7,5.7,86.0,7.6,406.0,0.33,1.0,2.3,457,92,92,29,3,14,4,4,laocai_laocaicity
2025-12-19 04:00:00+00:00,27.5,27.7,2.0,133.0,21.8,375.0,0.36,0.0,4.1,456,92,92,29,1,34,12,4,caobang_caobangcity
2025-12-19 04:00:00+00:00,3.7,4.0,1.6,81.0,2.0,187.0,0.13,0.0,3.85,442,34,22,5,1,34,1,2,daklak_buonmathuot
2025-12-19 04:00:00+00:00,3.4,3.6,1.0,81.0,1.3,164.0,0.12,0.0,8.5,438,31,19,4,0,31,1,2,daknong_gianghia
2025-12-19 04:00:00+00:00,15.4,16.0,0.7,81.0,2.7,305.0,0.15,1.0,5.7,452,60,60,16,0,19,1,3,dienbien_dienbienphu
2025-12-19 04:00:00+00:00,13.4,13.7,3.9,105.0,10.2,223.0,0.16,0.0,9.3,448,105,105,35,2,20,6,3,dongthap_caolanh
2025-12-19 04:00:00+00:00,2.0,2.1,0.8,88.0,1.8,181.0,0.09,0.0,7.65,440,28,23,5,0,28,1,2,gialai_pleiku
2025-12-19 04:00:00+00:00,21.2,21.5,1.3,100.0,5.1,439.0,0.3,1.0,2.6,453,88,88,27,1,42,3,4,hagiang_hagiangcity
2025-12-19 04:00:00+00:00,1.9,2.0,0.7,85.0,0.6,193.0,0.08,0.0,7.55,443,27,22,5,0,27,0,3,kontum_kontumcity
2025-12-19 04:00:00+00:00,32.4,33.4,25.2,129.0,64.5,581.0,0.33,0.0,4.35,461,157,157,57,12,18,35,7,hanam_phuly
2025-12-19 04:00:00+00:00,32.2,33.9,3.4,153.0,17.6,441.0,0.3,1.0,5.95,462,112,112,39,2,40,10,5,hatinh_hatinhcity
2025-12-19 04:00:00+00:00,28.4,29.1,6.1,128.0,18.2,278.0,0.32,0.0,7.65,446,97,97,32,3,22,10,4,haugiang_vithanh
2025-12-19 04:00:00+00:00,36.6,37.0,3.4,131.0,27.1,429.0,0.34,1.0,5.25,460,137,137,46,2,23,15,5,hoabinh_hoabinhcity
2025-12-19 04:00:00+00:00,44.2,44.9,35.4,128.0,75.7,536.0,0.38,0.0,5.05,459,160,160,60,17,19,41,10,hungyen_hungyencity
2025-12-19 04:00:00+00:00,4.5,5.7,1.2,87.0,1.5,194.0,0.15,0.0,6.75,442,30,26,7,1,30,1,3,khanhhoa_nhatrang
2025-12-19 04:00:00+00:00,17.1,17.5,3.1,117.0,12.0,245.0,0.19,0.0,9.25,447,110,110,36,2,20,7,3,kiengiang_rachgia
2025-12-19 04:00:00+00:00,22.1,22.8,4.4,131.0,13.8,268.0,0.27,0.0,7.75,449,66,66,19,2,30,8,3,camau_camaucity
2025-12-19 04:00:00+00:00,31.2,32.1,14.9,137.0,32.2,480.0,0.35,0.0,4.35,460,150,150,51,7,28,18,8,haiduong_haiduongcity
2025-12-19 04:00:00+00:00,10.2,13.2,1.4,120.0,3.5,252.0,0.14,0.0,9.45,461,43,43,12,1,29,2,4,binhthuan_phanthiet
2025-12-19 04:00:00+00:00,13.9,15.7,6.7,130.0,8.0,496.0,0.19,0.0,9.0,473,52,52,14,3,34,4,4,vungtau_baria
2025-12-19 04:00:00+00:00,25.3,26.0,39.4,86.0,25.1,276.0,0.27,0.0,8.5,453,91,91,30,19,12,14,3,binhduong_thudaumot
2025-12-19 04:00:00+00:00,12.3,12.7,2.0,96.0,4.1,253.0,0.18,1.0,3.6,439,68,68,19,1,24,2,3,laichau_laichaucity
2025-12-19 04:00:00+00:00,21.0,25.8,4.1,125.0,6.5,271.0,0.29,0.0,3.15,449,62,62,21,2,50,4,3,danang_haichau
2025-12-19 04:00:00+00:00,21.0,25.8,4.1,125.0,6.5,271.0,0.29,0.0,3.15,449,62,62,21,2,50,4,3,danang_sontra
2025-12-19 04:00:00+00:00,21.0,25.8,4.1,125.0,6.5,305.0,0.29,0.0,3.15,450,62,62,21,2,50,4,3,danang_nguhanhson
2025-12-19 04:00:00+00:00,28.0,28.5,6.6,132.0,21.1,314.0,0.29,0.0,8.55,446,151,151,52,3,18,12,5,cantho_ninhkieu
2025-12-19 04:00:00+00:00,28.0,28.5,6.6,132.0,21.1,319.0,0.29,0.0,8.55,444,151,151,52,3,18,12,4,cantho_cairang
2025-12-19 04:00:00+00:00,20.4,21.8,7.2,122.0,11.7,389.0,0.29,0.0,3.45,457,95,95,30,4,36,6,5,haiphong_hongbang
2025-12-19 04:00:00+00:00,25.3,26.0,39.4,86.0,25.1,445.0,0.27,0.0,8.5,461,91,91,30,19,12,14,5,bienhoa_dongnai
2025-12-19 04:00:00+00:00,25.6,28.8,4.6,115.0,8.9,377.0,0.33,0.0,2.15,457,76,76,26,2,32,5,5,hue_huecity
2025-12-19 04:00:00+00:00,4.5,5.7,1.2,87.0,1.5,194.0,0.15,0.0,6.75,442,30,26,7,1,30,1,3,nhatrang_khanhhoa
2025-12-19 04:00:00+00:00,13.4,13.7,3.9,105.0,10.2,246.0,0.16,0.0,9.3,447,105,105,35,2,20,6,3,angiang_longxuyen
2025-12-19 04:00:00+00:00,47.1,47.4,26.8,136.0,55.0,466.0,0.37,0.0,5.0,465,159,159,59,13,19,30,6,bacgiang_bacgiangcity
2025-12-19 04:00:00+00:00,19.3,19.5,5.0,153.0,24.8,370.0,0.28,0.0,5.05,453,123,123,41,2,38,14,4,backan_backancity
2025-12-19 04:00:00+00:00,19.2,21.4,3.2,113.0,9.6,247.0,0.26,0.0,7.95,441,56,56,17,2,31,5,2,baclieu_baclieucity
2025-12-19 04:00:00+00:00,47.1,47.4,26.8,136.0,55.0,505.0,0.37,0.0,5.0,468,159,159,59,13,19,30,8,bacninh_bacninhcity
2025-12-19 04:00:00+00:00,33.1,33.8,23.8,121.0,36.1,311.0,0.32,0.0,8.35,448,95,95,32,12,20,20,3,bentre_bentrecity
2025-12-19 04:00:00+00:00,5.8,7.5,1.4,92.0,1.6,183.0,0.16,0.0,7.3,441,39,27,8,1,39,1,2,binhdinh_quynhon
2025-12-19 04:00:00+00:00,4.5,4.7,1.2,87.0,2.1,182.0,0.11,0.0,9.15,443,29,24,6,1,29,1,2,binhphuoc_dongxoai
2025-12-19 04:00:00+00:00,2.7,3.2,0.7,77.0,0.7,150.0,0.11,0.0,7.7,436,27,17,4,0,27,0,2,lamdong_dalat
2025-12-19 04:00:00+00:00,21.0,25.8,4.1,125.0,6.5,279.0,0.29,0.0,3.15,449,62,62,21,2,50,4,3,quangnam_hoian
2025-12-19 04:00:00+00:00,21.2,21.6,2.9,97.0,6.3,384.0,0.29,1.0,3.15,452,92,92,29,1,17,3,4,laocai_laocaicity
2025-12-19 04:00:00+00:00,33.5,37.3,13.2,142.0,35.5,514.0,0.32,0.0,5.35,466,100,100,35,7,41,19,6,thanhhoa_samson
2025-12-19 04:00:00+00:00,25.6,28.8,4.6,115.0,8.9,377.0,0.33,0.0,2.15,457,76,76,26,2,32,5,5,thuathienhue_huecity
2025-12-19 04:00:00+00:00,33.1,33.8,23.8,121.0,36.1,368.0,0.32,0.0,8.35,455,95,95,32,12,20,20,4,tiengiang_mytho
2025-12-19 04:00:00+00:00,25.3,26.3,12.5,118.0,19.6,302.0,0.29,0.0,7.8,445,69,69,21,6,24,11,3,travinh_travinhcity
2025-12-19 04:00:00+00:00,45.5,45.8,5.0,128.0,41.9,572.0,0.65,0.0,3.65,473,137,137,46,2,23,23,6,tuyenquang_tuyenquangcity
2025-12-19 04:00:00+00:00,21.1,21.5,8.9,120.0,20.9,267.0,0.22,0.0,9.0,443,114,114,39,4,20,11,3,vinhlong_vinhlongcity
2025-12-19 04:00:00+00:00,14.4,14.6,8.3,137.0,43.6,268.0,0.17,0.0,5.4,445,99,99,32,4,25,24,4,langson_langsoncity
2025-12-19 04:00:00+00:00,56.6,56.9,8.9,114.0,40.1,546.0,0.89,1.0,1.85,462,135,135,45,4,16,22,6,yenbai_yenbaicity
2025-12-19 04:00:00+00:00,50.5,51.3,25.8,137.0,50.7,890.0,0.46,0.0,4.85,469,160,160,60,13,20,28,12,hanoi_hoankiem
2025-12-19 04:00:00+00:00,63.6,64.3,38.8,111.0,92.3,1170.0,0.53,0.0,4.75,472,165,165,65,19,14,50,13,hanoi_caugiay
2025-12-19 04:00:00+00:00,50.5,51.3,25.8,137.0,50.7,1170.0,0.46,0.0,4.85,472,160,160,60,13,20,28,13,hanoi_dongda
2025-12-19 04:00:00+00:00,50.5,51.3,25.8,137.0,50.7,1170.0,0.46,0.0,4.85,472,160,160,60,13,20,28,13,hanoi_badinh
2025-12-19 04:00:00+00:00,21.3,22.0,39.8,92.0,24.4,891.0,0.25,0.0,7.85,466,92,92,30,20,13,13,7,hochiminhcity_district1
2025-12-19 04:00:00+00:00,21.3,22.0,39.8,92.0,24.4,952.0,0.25,0.0,7.85,470,92,92,30,20,13,13,9,hochiminhcity_district3
2025-12-19 04:00:00+00:00,21.3,22.0,39.8,92.0,24.4,925.0,0.25,0.0,7.85,468,92,92,30,20,13,13,10,hochiminhcity_district7
2025-12-19 04:00:00+00:00,21.3,22.0,39.8,92.0,24.4,952.0,0.25,0.0,7.85,470,92,92,30,20,13,13,9,hochiminhcity_binhthanh
2025-12-19 04:00:00+00:00,21.3,22.0,39.8,92.0,24.4,891.0,0.25,0.0,7.85,466,92,92,30,20,13,13,7,hochiminhcity_tanbinh
2025-12-19 04:00:00+00:00,30.6,31.5,8.7,144.0,39.4,517.0,0.27,1.0,5.45,464,139,139,47,4,20,21,7,thanhhoa_thanhhoacity
2025-12-19 04:00:00+00:00,26.6,26.7,18.3,134.0,42.7,574.0,0.27,0.0,5.15,460,152,152,52,9,25,23,7,thainguyen_songcong
2025-12-19 04:00:00+00:00,63.8,64.3,39.7,109.0,100.6,944.0,0.47,0.0,4.75,500,164,164,64,20,14,54,8,vinhphuc_vinhyen
2025-12-19 04:00:00+00:00,25.7,27.5,4.1,141.0,13.5,457.0,0.34,0.0,3.15,460,135,135,46,2,28,7,8,thaibinh_thaibinhcity
2025-12-19 04:00:00+00:00,26.6,26.7,18.3,134.0,42.7,634.0,0.27,0.0,5.15,468,152,152,52,9,25,23,8,thainguyen_thainguyencity
2025-12-19 04:00:00+00:00,32.4,33.4,25.2,129.0,64.5,479.0,0.33,0.0,4.35,459,157,157,57,12,18,35,9,namdinh_namdinhcity
2025-12-19 04:00:00+00:00,38.5,39.6,7.0,144.0,21.3,444.0,0.29,1.0,5.85,463,145,145,50,3,30,12,6,nghean_vinh
2025-12-19 04:00:00+00:00,32.4,33.4,25.2,129.0,64.5,536.0,0.33,0.0,4.35,465,157,157,57,12,18,35,10,ninhbinh_ninhbinhcity
2025-12-19 04:00:00+00:00,3.6,4.5,0.7,88.0,1.8,179.0,0.12,0.0,8.65,441,29,22,6,0,29,1,2,ninhthuan_phanrang
2025-12-19 04:00:00+00:00,58.0,58.3,13.6,127.0,60.3,723.0,0.63,0.0,4.3,480,160,160,60,7,19,33,8,phutho_viettri
2025-12-19 04:00:00+00:00,6.1,7.9,1.7,93.0,1.6,182.0,0.19,0.0,6.55,437,38,27,8,1,38,1,2,phuyen_tuyhoa
2025-12-19 04:00:00+00:00,23.6,25.3,1.6,133.0,10.2,368.0,0.26,1.0,5.05,452,75,75,25,1,53,6,4,quangbinh_donghoi
2025-12-19 04:00:00+00:00,33.1,33.8,23.8,121.0,36.1,454.0,0.32,0.0,8.35,457,95,95,32,12,20,20,4,longan_tanan
2025-12-19 04:00:00+00:00,13.0,15.3,4.4,101.0,3.9,200.0,0.21,0.0,3.8,441,49,49,14,2,35,2,3,quangngai_quangngaicity
2025-12-19 04:00:00+00:00,22.3,25.8,2.8,125.0,7.0,382.0,0.29,0.0,4.7,462,79,79,24,1,55,4,4,quangninh_halong
2025-12-19 04:00:00+00:00,24.9,26.1,3.3,122.0,18.7,315.0,0.28,0.0,4.65,456,98,98,32,2,39,10,4,quangninh_mongcai
2025-12-19 04:00:00+00:00,22.3,26.1,2.4,126.0,9.2,400.0,0.38,0.0,1.95,459,68,68,22,1,46,5,4,quangtri_dongha
2025-12-19 04:00:00+00:00,23.5,25.0,5.5,114.0,13.5,269.0,0.28,0.0,7.8,443,70,70,22,3,26,7,3,soctrang_soctrangcity
2025-12-19 04:00:00+00:00,23.7,23.9,2.4,91.0,5.9,271.0,0.2,0.0,5.6,440,79,79,24,1,21,3,3,sonla_sonlacity
2025-12-19 04:00:00+00:00,5.9,6.2,1.4,93.0,3.3,203.0,0.12,0.0,9.2,449,42,42,10,1,29,2,2,tayninh_tayninhcity
2025-12-19 04:00:00+00:00,11.1,12.5,3.5,98.0,2.6,252.0,0.23,0.0,1.8,447,63,63,19,2,26,1,3,quangnam_tamky
2025-12-19 05:00:00+00:00,19.5,20.0,5.4,135.0,16.0,270.0,0.23,0.0,8.8,441,113,113,38,3,26,9,3,vinhlong_vinhlongcity
2025-12-19 05:00:00+00:00,43.8,44.1,3.8,135.0,35.9,546.0,0.74,1.0,2.75,467,139,139,47,2,28,20,6,tuyenquang_tuyenquangcity
2025-12-19 05:00:00+00:00,23.9,24.9,7.6,141.0,14.7,265.0,0.31,0.0,7.75,443,69,69,21,4,28,8,3,travinh_travinhcity
2025-12-19 05:00:00+00:00,30.4,31.0,15.0,153.0,28.0,334.0,0.33,0.0,7.85,450,95,95,32,7,24,15,4,tiengiang_mytho
2025-12-19 05:00:00+00:00,21.7,24.3,3.9,118.0,7.7,365.0,0.34,0.0,2.2,455,76,76,26,2,36,4,5,thuathienhue_huecity
2025-12-19 05:00:00+00:00,33.4,37.1,9.3,162.0,30.3,459.0,0.33,0.0,5.65,462,99,99,35,5,44,17,6,thanhhoa_samson
2025-12-19 05:00:00+00:00,30.5,31.3,7.3,157.0,38.9,478.0,0.27,1.0,5.8,461,138,138,47,4,27,21,7,thanhhoa_thanhhoacity
2025-12-19 05:00:00+00:00,25.1,25.3,13.7,149.0,34.8,530.0,0.29,0.0,5.4,458,152,152,52,7,30,19,7,thainguyen_songcong
2025-12-19 05:00:00+00:00,22.2,23.8,3.9,127.0,11.1,253.0,0.31,0.0,7.85,441,71,71,22,2,30,6,3,soctrang_soctrangcity
2025-12-19 05:00:00+00:00,24.3,25.9,2.6,137.0,9.3,413.0,0.33,0.0,3.9,457,134,134,45,1,33,5,7,thaibinh_thaibinhcity
2025-12-19 05:00:00+00:00,5.7,6.0,1.1,98.0,3.1,194.0,0.12,0.0,9.6,447,42,42,10,1,31,2,2,tayninh_tayninhcity
