epoch,train_loss,val_loss,val_mae,val_rmse,val_r2,train_sec
1,0.08514770312882017,0.02641892580404168,1.2123205661773682,1.5877520323608056,0.9936794638633728,6.7301576137542725
2,0.04648153472979796,0.019652539225561278,0.9042438268661499,1.2307522401760247,0.9962022304534912,6.4590537548065186
3,0.03786602983205321,0.01740807317906902,0.8017588257789612,1.1066518861767913,0.9969295263290405,6.507095813751221
4,0.03376234816727541,0.01605830139347485,0.7402815222740173,1.0134995742217319,0.9974246621131897,6.431161403656006
5,0.03123104263543323,0.015338646691469919,0.7079015970230103,0.9287912873528942,0.9978371858596802,6.408782243728638
6,0.029634870464075595,0.013733221173641227,0.633923351764679,0.8690834969594089,0.9981063008308411,6.646047353744507
7,0.029119578100418073,0.014364180971114408,0.6631465554237366,0.8805430451181988,0.9980560541152954,6.545925140380859
8,0.028068563747223697,0.013404066168836186,0.6188119053840637,0.8514294651651766,0.998182475566864,6.5710225105285645
9,0.027656141507139426,0.013396080166456246,0.6184492111206055,0.8506689020245081,0.9981856942176819,6.597275257110596
10,0.028294008100498706,0.01342028227767774,0.6195613145828247,0.8518846235060545,0.9981805086135864,6.637409448623657
