epoch,train_loss,val_loss,val_rmse,val_mae,val_r2,time_sec
1,0.15370491662172692,0.015696348526582065,4.583858013153076,3.8043158054351807,0.947553277015686,2.3087313175201416
2,0.01709129124968459,0.009482450554021119,3.562805652618408,2.8545095920562744,0.9683159589767456,1.6580920219421387
3,0.01265379417095786,0.007958603258478355,3.2640011310577393,2.5289552211761475,0.9734076261520386,1.7889654636383057
4,0.010661607950343453,0.005750077118262135,2.774397373199463,2.0708670616149902,0.9807870984077454,1.7108573913574219
5,0.00898311434688716,0.007288108581475532,3.123483896255493,2.3898065090179443,0.9756479859352112,1.7640037536621094
