epoch,train_loss,test_loss,test_smape,test_mae,test_rmse,test_r2,train_sec,epoch_sec,lr
1,0.0562085224639462,0.0035734957364974,0.1079551115579847,1.972080111503601,3.118931485631024,0.9908487200737,71.66119956970215,71.66119956970215,0.0003
2,0.0046407200201914,0.0021250135671478,0.0844622619690657,1.33282470703125,2.405341633346064,0.9945572018623352,67.0347146987915,67.0347146987915,0.0003
3,0.0027646835398446,0.0014270269401332,0.0694549286967194,1.0513947010040283,1.971148830858331,0.996344804763794,68.85538029670715,68.85538029670715,0.0003
4,0.001630845386571,0.0007296190642196,0.0634572583034335,0.982214093208313,1.409437043712671,0.9981312155723572,68.71564888954163,68.71564888954163,0.0003
5,0.001176600900796,0.0006381499051317,0.0461724124618935,0.7879690527915955,1.3181306315591612,0.9983654618263244,50.51513910293579,50.51513910293579,0.0003
