epoch,train_loss,test_loss,test_smape,test_mae,test_rmse,test_r2,epoch_sec,lr
1,0.0524362413941518,1.383322766848973,1.916877857979768,71.11394500732422,73.51907038950846,-10.73050022125244,13.159999370574951,0.0003
2,0.0234912944623552,0.973853519984654,1.8914102422698755,55.41046524047852,58.42624390256916,-6.408536911010742,12.682239294052124,0.0003
3,0.0074584740112819,1.069206386804581,1.8975154564984655,59.14180374145508,62.10993710437465,-7.372182846069336,12.58911633491516,0.0003
4,0.0067145532482992,1.0751393416098185,1.8958787284949303,59.35867691040039,62.397359078104216,-7.449849128723144,13.005120992660522,0.0003
5,0.0061340746571026,1.018066018819809,1.8893617495293675,57.102569580078125,60.33369324859556,-6.900168418884277,11.986221075057983,0.00015
