epoch,train_loss,val_loss,val_mae,val_rmse,val_r2,train_sec,val_sec
1,0.47065481404277765,0.6049811275549649,38.40386962890625,42.4285330870851,-3.49337100982666,1.7691261768341064,0.08968186378479004
2,0.2929174013454831,0.2743999404338821,25.290159225463867,27.242467556633315,-0.8524612188339233,1.1098380088806152,0.08492040634155273
3,0.0689016941849367,0.07369543000054629,11.568453788757324,14.046466554128479,0.50751793384552,0.9998722076416016,0.07348489761352539
4,0.032100420570540654,0.025484885754646216,6.280491828918457,8.260154716760711,0.8296929597854614,1.0157997608184814,0.0745389461517334
5,0.023205542519131553,0.01818302115060026,5.335358142852783,6.977178975684961,0.8784888982772827,1.061751365661621,0.09084486961364746
