epoch,train_loss,test_loss,test_smape,test_mae,test_rmse,test_r2,epoch_sec,lr
1,0.0532938247020153,1.361554993050439,1.9176234384539852,70.2218246459961,72.50178473018785,-10.40811538696289,12.21210551261902,0.0003
2,0.0234611154959091,0.914377265742847,1.8883649720705804,53.0761833190918,56.11830938684361,-5.834798336029053,9.74848771095276,0.0003
3,0.0069810156963522,1.0399363594395774,1.8971207124362317,58.03155517578125,60.95077579746217,-7.06259822845459,9.867233753204346,0.0003
4,0.0064549691489209,1.0210732689925603,1.8947523752941733,57.31033706665039,60.329078032487786,-6.898960113525391,9.740615367889404,0.0003
5,0.0048662414521221,0.9875450623886926,1.8902596285021411,56.02994155883789,59.27162876589861,-6.624480247497559,9.838334083557127,0.00015
