epoch,train_loss,val_loss,val_mae,val_rmse,val_r2
1,0.6687281479927677,0.5446575649711664,25.110112379705267,27.0018560197222,-0.8198830050222568
2,0.08602907931908471,0.07355360104730098,7.933034887356374,9.922790243300458,0.7542328366280804
3,0.036427645875218566,0.04238212437509569,5.740619041873431,7.5322236493332175,0.8583871547805194
4,0.026986828116587692,0.025655753405567583,4.555897481836112,5.860359101039743,0.9142755529262223
5,0.02327502035332516,0.020299610252161017,4.053462932238681,5.212855501626548,0.9321722191600931
