epoch,train_loss,test_loss,test_smape,test_mae,test_rmse,test_mae_norm,test_rmse_norm,test_mae_raw,test_rmse_raw,test_r2,train_sec,epoch_sec,lr
1,0.1326382572210773,0.0249523756944614,0.3221773072898178,0.1827920079231262,0.223428557957268,0.1827920079231262,0.223428557957268,7.343647956848144,8.976215724372311,0.9407513737678528,24.50199174880981,24.50199174880981,0.0003
2,0.0276021561211687,0.0107152567994173,0.1719039622117854,0.0964984074234962,0.1464374339868361,0.0964984074234962,0.1464374339868361,3.876811981201172,5.88310559113844,0.9745489954948424,21.35504722595215,21.35504722595215,0.0003
3,0.0163502596264107,0.0086063800744064,0.218065312880022,0.0990922674536705,0.1312283892664774,0.0990922674536705,0.1312283892664774,3.9810211658477774,5.272084787442387,0.9795611500740052,21.128018617630005,21.128018617630005,0.0003
4,0.0093505962041816,0.0059754486377958,0.1951166770312309,0.0832295045256614,0.1093444057659164,0.0832295045256614,0.1093444057659164,3.343736410140991,4.392898351141524,0.9858096241950988,21.397376537323,21.397376537323,0.0003
5,0.0074805120239034,0.0054466390739316,0.2180091622625587,0.0858781784772872,0.104391981366725,0.0858781784772872,0.104391981366725,3.450146436691284,4.19393631227059,0.9870659112930298,21.334839820861816,21.334839820861816,0.0003
